project,bugNum,inspectionReportNum,totalReportNum,
356-105-bug幸运云购V0.1.0测试_1470654372.csv,15,60,105,0.571428571
357-134-bug筑医台V1.2测试_1470654365.csv,19,95,134,0.708955224
358-100-bug加气助手V1.0.1测试_1470654381.csv,24,65,100,0.65
359-200-bug出游宝V0.8.0测试_1470654366.csv,27,180,200,0.9
36-47-百度股市通测试_1463737386.csv,12,42,47,0.893617021
360-277-bug寻到宝V1.0.0测试_1470654368.csv,34,219,277,0.790613718
361-155-bug德成贷V1.0测试_1470654375.csv,22,125,155,0.806451613
362-172-bug一比分V1.1.0测试_1470654365.csv,23,147,172,0.854651163
363-124-bug环信客服V1.7测试_1470654388.csv,17,120,124,0.967741935
364-73-bug微乐杂志锁屏测试_1470654359.csv,16,71,73,0.97260274
365-166-bug风迹V1.0.8测试_1470654360.csv,20,154,166,0.927710843
366-206-bug通辽碧桂园V2.07.160526测试_1470654364.csv,24,172,206,0.834951456
367-76-bug链保V3.1.9测试_1470654359.csv,16,61,76,0.802631579
368-166-bug米信V4.1.6测试_1470654360.csv,22,160,166,0.963855422
369-297-bug德升4567V1.4.7测试_1470654363.csv,36,286,297,0.962962963
37-31-百度股市通测试-New_1463737393.csv,10,29,31,0.935483871
370-98-bug匠多宝V1.0测试_1470654362.csv,20,95,98,0.969387755
371-172-bug口袋锦囊V3.0.1测试_1470654362.csv,22,159,172,0.924418605
372-39-bug小飞侠V1.0测试_1470654361.csv,10,39,39,1
373-44-bug直播Live_1470654358.csv,11,43,44,0.977272727
374-98-bug中融宝V3.3.0测试_1470654361.csv,22,94,98,0.959183673
375-99-bug鸿运智软_1470654357.csv,23,97,99,0.97979798
376-107-bug游侠客_1470654359.csv,12,104,107,0.971962617
377-132-bug世纪开元V1.0测试_1470654361.csv,17,97,132,0.734848485
378-41-bug360免费WiFiV3.8.5测试_1470654356.csv,12,38,41,0.926829268
379-79-bug猫王联盟V3.0.0603测试_1470654355.csv,19,65,79,0.82278481
38-61-百度浏览器 内核T5V6测试_1463737415.csv,15,52,61,0.852459016
380-93-bug麦子学院V4.0.0.13测试_1470654356.csv,21,90,93,0.967741935
381-94-bug爱海购V1.4测试_1470654356.csv,23,75,94,0.79787234
382-101-bug出游宝V0.9.2测试_1470654358.csv,12,85,101,0.841584158
383-112-bug行知宝V1.6.6测试_1470654355.csv,16,86,112,0.767857143
384-118-bugQQ日本版V3.0测试_1470654358.csv,15,116,118,0.983050847
385-119-bug琥珀V1.0.0测试_1470654356.csv,17,119,119,1
386-130-bugwifi369V1.0测试_1470654357.csv,17,120,130,0.923076923
387-135-bug代盐V1.0.5测试_1470654354.csv,19,134,135,0.992592593
388-57-bug百度贴吧V7.4.5测试_1470654358.csv,12,43,57,0.754385965
389-141-bug好善乐购V2.1.0测试_1470654354.csv,20,91,141,0.645390071
39-40-百度浏览器测试_1463737423.csv,13,27,40,0.675
390-45-bugFileManagerV3.0测试_1470654353.csv,14,44,45,0.977777778
391-48-bug权威肌肤测试网V2.0.0测试_1470654401.csv,14,46,48,0.958333333
392-48-bug出游宝V0.9.3测试_1470654353.csv,13,42,48,0.875
393-74-bug高朋零钱夺宝V1.0测试_1470654353.csv,17,72,74,0.972972973
394-78-bug家联网-瑞房V1.1.0测试_1470654353.csv,7,74,78,0.948717949
395-89-bug左邻右播V1.0测试_1470654352.csv,20,86,89,0.966292135
396-132-bug众医帮会员版V2.0.2测试_1470654351.csv,14,120,132,0.909090909
397-149-bug奇好云宝V1.0.0测试_1470654352.csv,20,113,149,0.758389262
398-31-bug贪玩的无尾熊V1.3.2测试_1470654349.csv,10,27,31,0.870967742
399-36-bug自习僧V0.01测试_1470654349.csv,12,36,36,1
4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217.csv,47,317,399,0.794486216
40-31-百度手机卫士测试_1463737409.csv,10,19,31,0.612903226
400-69-bug小送快运V6.0测试_1470654349.csv,16,66,69,0.956521739
401-81-bug中原找房V3.0.2测试_1470654349.csv,17,81,81,1
402-91-bugAA电玩城测试_1470654350.csv,20,86,91,0.945054945
403-197-bug点帮帮测试_1470654349.csv,27,176,197,0.893401015
404-270-bug门诊大厅V2.6.5测试_1470654351.csv,33,221,270,0.818518519
405-74-bug科学加V1.0.13测试_1470654350.csv,16,61,74,0.824324324
406-80-bug小科秘VV1.1.1测试_1470654348.csv,15,78,80,0.975
407-65-bug慢慢买V1.9.0测试_1470654347.csv,11,59,65,0.907692308
408-93-bug风领网测试_1470654348.csv,22,87,93,0.935483871
409-60-bug出游宝V0.9.4测试_1470654346.csv,14,57,60,0.95
41-57-百度新闻客户端测试_1463737422.csv,14,35,57,0.614035088
410-33-bug优熊帅猴V1.2测试_1470654345.csv,10,31,33,0.939393939
411-38-bug互生V3.0.1测试_1470654345.csv,12,37,38,0.973684211
412-43-bug万客V2.0.0测试_1470654345.csv,13,42,43,0.976744186
413-49-bug易言V1.0.1测试_1470654345.csv,12,40,49,0.816326531
414-51-bug圆形V4.2.0测试_1470654346.csv,12,43,51,0.843137255
415-78-bug中建乐购V1.0.0测试_1470654347.csv,17,78,78,1
416-36-bugDuerV1.14.0.0beta测试_1470654347.csv,11,33,36,0.916666667
417-40-bug美呼电话交友V4.1.0测试_1470654344.csv,13,40,40,1
418-53-bug神讯V1.0测试_1470654344.csv,13,40,53,0.754716981
419-108-bug鲁比教育V2.0.2测试_1470654344.csv,14,101,108,0.935185185
42-129-优房优派测试_1463737427.csv,18,82,129,0.635658915
420-31-bug海豚村V1.8.1测试_1470654343.csv,10,23,31,0.741935484
421-50-bugBingo直播V1.0.0.5测试_1470654344.csv,13,46,50,0.92
422-54-bug兔子骑行V0.9.7.2测试_1470654340.csv,9,44,54,0.814814815
423-60-bug吉信敢贷V1.0测试_1470654343.csv,15,51,60,0.85
424-82-bug今日嘴炮V1.0测试_1470654343.csv,18,72,82,0.87804878
425-100-bug人人买V1.0测试_1470654342.csv,24,96,100,0.96
426-122-bug二酒网V1.0测试_1470654340.csv,16,99,122,0.81147541
427-157-bug七彩乐居V1.1测试_1470654346.csv,22,116,157,0.738853503
428-61-bugKKBV1.1测试_1470654345.csv,13,53,61,0.868852459
429-94-bugSmartBuyV1.0测试_1470654337.csv,21,92,94,0.978723404
43-141-百度糯米6.0.0测试_1463737436.csv,15,127,141,0.90070922
430-60-bug极智锁屏V1.0.2测试_1470654347.csv,14,57,60,0.95
431-79-bug齐齐乐手游+V2.0.1测试_1470654338.csv,18,77,79,0.974683544
432-37-bug绿能宝租赁V2.0.0测试_1470654321.csv,12,37,37,1
433-43-bug百度糯米V6.7.0测试_1470654328.csv,14,41,43,0.953488372
434-54-bug网商园V1.1.3测试_1470654335.csv,13,49,54,0.907407407
435-57-bug每天赚点V1.26测试_1470654335.csv,14,42,57,0.736842105
436-57-bugAntNewsV1.5.6.7测试_1470654329.csv,10,50,57,0.877192982
437-60-bug得到测试_1470654333.csv,13,57,60,0.95
438-72-bug股票高手VAP.5.0627测试_1470654334.csv,17,68,72,0.944444444
439-94-bug呼哈城市Vv2.3.1测试_1470654336.csv,17,91,94,0.968085106
44-82-捷报科斯测试_1463737431.csv,18,78,82,0.951219512
440-103-bug游侠客V2.4.6测试_1470654325.csv,14,98,103,0.951456311
441-113-bug云伴母婴V3.6.0测试_1470654337.csv,15,92,113,0.814159292
442-124-bug上海三农热线V1.0测试_1470654332.csv,16,76,124,0.612903226
443-131-bug铠甲助手V1.0测试_1470654323.csv,18,80,131,0.610687023
444-63-bug滴滴夺宝V1.0.1测试_1470654311.csv,10,57,63,0.904761905
445-65-bug乐弈・二人麻将V1.0.0测试_1470654320.csv,15,54,65,0.830769231
446-84-bug卡车司机V1.0.0测试_1470654311.csv,14,81,84,0.964285714
447-95-bug人人买V1.0.0测试_1470654343.csv,21,91,95,0.957894737
448-97-bugMY PTCC测试_1470654318.csv,23,74,97,0.762886598
449-101-bug湘梦购商家V1.1.1测试_1470654326.csv,14,44,101,0.435643564
45-46-课堂测试_1463737439.csv,13,46,46,1
450-101-bug天域天气V1.0测试_1470654313.csv,12,87,101,0.861386139
451-109-bug掌上110V1.0.0测试_1470654321.csv,15,93,109,0.853211009
452-126-bug嗨声V1.3.0测试_1470654315.csv,18,58,126,0.46031746
453-48-bug雪山贷V1.0.2测试_1470654311.csv,16,38,48,0.791666667
454-77-bug品胜棋牌V1.0测试_1470654302.csv,15,74,77,0.961038961
455-79-bug东方领航V2.0.0测试_1470654303.csv,16,77,79,0.974683544
456-103-bug创惠易购V0.0.2测试_1470654304.csv,14,73,103,0.708737864
457-134-bug和易生活V2.0.4测试_1470654307.csv,18,93,134,0.694029851
458-52-bug车来了V3.17.0测试_1470654300.csv,11,47,52,0.903846154
459-58-bug乐享购全球V1.0.6测试_1470654299.csv,13,43,58,0.74137931
46-50-百度图片app测试_1463737441.csv,12,46,50,0.92
460-67-bugAppStoreV1.0测试_1470654301.csv,14,50,67,0.746268657
461-73-bug智合万家V1.0.0.6测试_1470654301.csv,15,62,73,0.849315068
462-78-bug零元小店V1.7.28测试_1470654299.csv,17,66,78,0.846153846
463-90-bugidreamV1.0测试_1470654309.csv,22,86,90,0.955555556
464-186-bug眼专家V1.3测试_1470654302.csv,24,161,186,0.865591398
465-82-bug海客会V4.1.5测试_1470654300.csv,18,65,82,0.792682927
466-32-bug水电站监测系统V1.0测试_1470654323.csv,7,27,32,0.84375
467-36-bug平安好医生V3.4.0测试_1470654299.csv,10,30,36,0.833333333
468-65-bug潜江潮V1.0.2测试_1470654298.csv,10,60,65,0.923076923
469-70-bug优信指尖V1.4.4测试_1470654298.csv,16,65,70,0.928571429
47-31-易方舟测试_1463737446.csv,8,29,31,0.935483871
470-80-bug翼云校园V1.0.2测试_1470654298.csv,14,73,80,0.9125
471-108-bug物通配货信息部V1.2.0测试_1470654300.csv,15,81,108,0.75
472-114-bug佰职网V1.2.1测试_1470654299.csv,16,89,114,0.780701754
473-123-bug嘎嘎宜V1.0.3测试_1470654297.csv,17,111,123,0.902439024
474-31-bug【游戏】永恒纪元-40级就有100券_1470654299.csv,8,28,31,0.903225806
475-41-bug咪咕善跑V2.4.1测试_1470654298.csv,9,41,41,1
476-70-bug权健V1.0测试_1470654297.csv,16,67,70,0.957142857
477-71-bug指尖苏州_r49V3.7.3测试_1470654296.csv,14,66,71,0.929577465
478-103-bugITCV0.0.0测试_1470654295.csv,14,41,103,0.398058252
479-122-bug有个性V1.0.3测试_1470654296.csv,17,98,122,0.803278689
48-118-百度糯米6.0.2测试_1463737445.csv,13,76,118,0.644067797
480-49-bug开始吧V2.0.1测试_1470654294.csv,15,45,49,0.918367347
481-57-bug读什么V2.1.7测试_1470654294.csv,14,52,57,0.912280702
482-59-bug云南招考V1.16测试_1470654293.csv,12,53,59,0.898305085
483-73-bug老白网上药房V1.5.1测试_1470654294.csv,18,58,73,0.794520548
484-74-bug买家端V0.0.73测试_1470654293.csv,16,73,74,0.986486486
485-83-bug叮东随走V01.00.04测试_1470654295.csv,20,60,83,0.722891566
486-92-bug生鲜宝批发商版V0.0.3测试_1470654294.csv,23,82,92,0.891304348
487-111-bug鉴定宝V1.0测试_1470654296.csv,15,48,111,0.432432432
488-132-bug易秒微配客户端V1.0.0测试_1470654297.csv,18,80,132,0.606060606
489-35-bug移动创富平台V2.1.1测试_1470654290.csv,10,25,35,0.714285714
49-61-空车汇测试_1463737429.csv,9,28,61,0.459016393
490-48-bug优健康V3.3.3测试_1470654290.csv,14,35,48,0.729166667
491-50-bug巨炮捕鱼2V1.01测试_1470654291.csv,16,50,50,1
492-73-bugITCV0.1.5测试_1470654292.csv,18,66,73,0.904109589
493-74-bug商旅客车帮V4.0测试_1470654290.csv,14,70,74,0.945945946
494-80-bug梦族V1.1.8测试_1470654289.csv,20,67,80,0.8375
495-95-bug智慧校园V1.0测试_1470654292.csv,22,84,95,0.884210526
496-47-bug社区运营管理系统V3.1.1测试_1470654293.csv,14,47,47,1
497-58-bug包工程V0.1.196测试_1470654290.csv,13,54,58,0.931034483
498-65-bug一元淘宝呗V2.0.6测试_1470654292.csv,14,44,65,0.676923077
499-130-bug陶世界V1.0.1测试_1470654291.csv,18,62,130,0.476923077
5-500-Runtime插件兼容性测试_1463737241.csv,60,452,500,0.904
50-45-我的宝宝测试_1463737454.csv,6,42,45,0.933333333
500-43-bug金世通V1.0.0测试_1470654288.csv,14,42,43,0.976744186
501-45-bug立彩助手V1.0.2测试_1470654286.csv,11,42,45,0.933333333
502-50-bug超爱财VV1.4.0测试_1470654287.csv,13,48,50,0.96
503-66-bug易伴体检店V0.0.2测试_1470654293.csv,13,63,66,0.954545455
504-70-bugSonicplayV1.1.1测试_1470654286.csv,16,69,70,0.985714286
505-71-bug收藏兑线V2.0.0.15测试_1470654288.csv,17,50,71,0.704225352
506-75-bugBuy2youV1.0.1测试_1470654292.csv,14,63,75,0.84
507-88-bug精医康V0.2.4测试_1470654288.csv,19,87,88,0.988636364
508-159-bug好园区VV1.0.5测试_1470654289.csv,22,119,159,0.748427673
509-176-bug红猩猩V1.2测试_1470654287.csv,24,125,176,0.710227273
51-33-环保家测试_1463737455.csv,11,24,33,0.727272727
510-49-bug全球说V1.3.2测试_1470654289.csv,16,47,49,0.959183673
511-58-bug音悦台V4.0.1测试_1470654288.csv,13,45,58,0.775862069
512-64-bug一起秀映客直播V3.11测试_1470654285.csv,15,55,64,0.859375
513-76-bug智商V2.2.6测试_1470654285.csv,13,76,76,1
514-79-bug欢乐斗牛V1.0.0.0测试_1470654283.csv,18,65,79,0.82278481
515-106-bug无线广东V0.7.6测试_1470654286.csv,15,96,106,0.905660377
516-107-bug装备e通V1.1.0测试_1470654291.csv,15,98,107,0.91588785
517-47-bug仙武至尊V1.1.7.0测试_1470654283.csv,14,44,47,0.936170213
518-63-bug手机吕布V2.0.1测试_1470654285.csv,14,63,63,1
519-78-bug美女直播V4.1.8测试_1470654284.csv,15,69,78,0.884615385
52-93-青番茄管理端测试_1463737450.csv,23,86,93,0.924731183
520-81-bug悠易达V1.4.4测试_1470654285.csv,14,80,81,0.987654321
521-125-bug城市热线V4.2测试_1470654282.csv,16,74,125,0.592
522-35-bug铁塔查勘V0.1.0测试_1470654285.csv,9,33,35,0.942857143
523-61-bug游龙仙侠传V1.0测试_1470654286.csv,11,57,61,0.93442623
524-67-bug城市特工组V1.0测试_1470654282.csv,15,64,67,0.955223881
525-69-bug中卫莱康V2.4测试_1470654283.csv,17,50,69,0.724637681
526-89-bug有宠V3.1.0 Verify测试_1470654282.csv,19,86,89,0.966292135
527-132-bug荆州新闻V2.3.1测试_1470654284.csv,18,52,132,0.393939394
528-38-bug飓风战魂之热血陀螺V1.4.9测试_1470654281.csv,9,35,38,0.921052632
529-96-bug点睛网V4.19测试_1470654281.csv,23,70,96,0.729166667
53-54-微课2.0安卓测试_1463737388.csv,13,32,54,0.592592593
530-158-bug掌运通V1.1.5测试_1470654281.csv,21,150,158,0.949367089
531-54-bug炫房 VRV0.5.0测试_1470654280.csv,10,50,54,0.925925926
532-96-bugTI棋牌V1.0测试_1470654283.csv,22,80,96,0.833333333
533-166-bug知渔宝V1.3.0测试_1470654279.csv,23,140,166,0.843373494
534-33-bug二手汇V2.6.6测试_1470654276.csv,7,31,33,0.939393939
535-55-bug住总停开心V1.0测试_1470654278.csv,11,53,55,0.963636364
536-67-bug章鱼百货V0.1.67测试_1470654278.csv,16,59,67,0.880597015
537-69-bug番茄土豆V2.0.0-Beta.23测试_1470654276.csv,15,62,69,0.898550725
538-96-bug智能学伴V2.0.2测试_1470654277.csv,22,90,96,0.9375
539-97-bugi聊V1.3测试_1470654276.csv,16,88,97,0.907216495
54-34-山东民生警务平台测试_1463737470.csv,11,21,34,0.617647059
540-98-bug天使孕育V1.0测试_1470654275.csv,19,93,98,0.948979592
541-116-bug庞中华书法V1.0测试_1470654277.csv,14,93,116,0.801724138
542-116-bug医家通V1.0测试_1470654277.csv,14,112,116,0.965517241
543-117-bug华数享看V2.1.0测试_1470654279.csv,14,101,117,0.863247863
544-200-bug粤通卡V3.0.3测试_1470654280.csv,25,145,200,0.725
545-48-bug全民啪啪捕鱼V1.0测试_1470654276.csv,4,48,48,1
546-71-bug优协V1.0.0.3测试_1470654278.csv,15,55,71,0.774647887
547-75-bug火星网校测试_1470654274.csv,15,66,75,0.88
548-34-bug爆点炮炮兵V1.0测试_1470654275.csv,7,31,34,0.911764706
549-57-bug成都眼V1.5.1测试_1470654279.csv,12,50,57,0.877192982
55-78-美丽深圳测试_1463737490.csv,19,75,78,0.961538462
550-58-bugBaseLibraryV1.0测试_1470654275.csv,11,56,58,0.965517241
551-69-bug能量转V1.0测试_1470654274.csv,11,69,69,1
552-83-bug爱尚韩购V1.0测试_1470654274.csv,17,80,83,0.963855422
553-75-bug京东到家V3.1.0测试_1470654274.csv,9,75,75,1
554-58-bug百度糯米V6.7.2测试_1470654275.csv,10,58,58,1
555-54-bug金指投V3.0.3测试_1470654272.csv,10,43,54,0.796296296
556-69-bug中原楼市V1.0.5测试_1470654273.csv,10,65,69,0.942028986
557-106-bug成都基层平台V0.2.6测试_1470654272.csv,12,67,106,0.632075472
558-68-bug劲牌学院V0.0.57测试_1470654273.csv,14,65,68,0.955882353
559-116-bug东西说V1.0测试_1470654273.csv,15,96,116,0.827586207
56-33-爱加测试_1463737464.csv,11,26,33,0.787878788
560-76-bug好运一元V1.0测试_1470654272.csv,14,74,76,0.973684211
561-37-bug看山东V1.1.5测试_1470654271.csv,10,26,37,0.702702703
562-32-bugDuer测试_1470654272.csv,8,29,32,0.90625
57-36-苏州空气质量测试_1463737486.csv,12,33,36,0.916666667
58-33-恒耀现货订购系统测试_1463737487.csv,7,16,33,0.484848485
59-129-CloudCCCRM测试_1463737397.csv,16,126,129,0.976744186
6-144-百度天眼测试反馈_1463737257.csv,13,120,144,0.833333333
60-55-菜鸟游戏测试_1463737491.csv,13,45,55,0.818181818
61-31-家家顺测试_1463737500.csv,10,31,31,1
62-110-闪聘求职者测试_1463737494.csv,14,100,110,0.909090909
63-56-nebula测试_1463737497.csv,14,49,56,0.875
64-44-南北游测试_1463737498.csv,14,28,44,0.636363636
65-111-夺宝猫测试_1463737499.csv,15,69,111,0.621621622
66-37-无聊测试_1463737492.csv,12,31,37,0.837837838
67-138-法律易查测试_1463737508.csv,18,83,138,0.601449275
68-43-车好运测试_1463737491.csv,9,31,43,0.720930233
69-38-YUYU测试_1463737514.csv,12,25,38,0.657894737
7-127-百度手机卫士安全短信功能测试_1463737282.csv,18,69,127,0.543307087
70-174-迪信通测试_1463737458.csv,23,169,174,0.971264368
71-81-乐动体育测试_1463737510.csv,20,64,81,0.790123457
72-213-花友测试_1463737504.csv,26,104,213,0.488262911
73-36-讯都车网测试_1463737517.csv,12,33,36,0.916666667
74-230-通星粉测试_1463737520.csv,27,157,230,0.682608696
75-56-快乐满意拍测试_1463737521.csv,10,51,56,0.910714286
76-113-查快递测试_1463737513.csv,16,42,113,0.371681416
77-38-百度图片APP测试_1463737516.csv,12,34,38,0.894736842
78-55-无二之旅测试_1463737522.csv,13,33,55,0.6
79-77-江阴教育测试_1463737515.csv,16,64,77,0.831168831
8-90-百度天眼测试反馈（三期）_1463737278.csv,15,84,90,0.933333333
80-81-搭伙族测试_1463737524.csv,20,75,81,0.925925926
81-153-worker测试_1463737532.csv,15,127,153,0.830065359
82-44-网络青年测试_1463737529.csv,12,31,44,0.704545455
83-132-茄子医生测试_1463737528.csv,18,108,132,0.818181818
84-39-朵朵云测试_1463737526.csv,11,33,39,0.846153846
85-65-农人圈测试_1463737541.csv,15,56,65,0.861538462
86-66-基金速览测试_1463737533.csv,16,38,66,0.575757576
87-123-听世界听书测试_1463737540.csv,17,76,123,0.617886179
88-35-监保贷app测试_1463737534.csv,9,22,35,0.628571429
89-120-一起飞测试_1463737536.csv,17,84,120,0.7
9-54-百度糯米v5.9.1体验测试_1463737315.csv,6,40,54,0.740740741
90-59-疯狂数字测试_1463737541.csv,13,47,59,0.796610169
91-47-家家顺测试_1463737542.csv,11,29,47,0.617021277
92-133-喵哆啦测试_1463737548.csv,19,113,133,0.84962406
93-104-今日城市测试_1463737550.csv,14,83,104,0.798076923
94-50-好连遥控测试_1463737538.csv,14,34,50,0.68
95-106-爱陪护测试_1463737556.csv,14,70,106,0.660377358
96-47-四川麻将测试_1463737554.csv,13,45,47,0.957446809
97-107-淘特惠测试_1463737552.csv,15,65,107,0.607476636
98-117-快乐满意拍测试_1463737558.csv,16,59,117,0.504273504
99-156-雅思君测试_1463737564.csv,22,88,156,0.564102564
