M0,0.8,-3
MtCH,0.9,-1
MtCH,0.95,0
MtCH,1.0,0
MhCH,0.8,-1
MhCH,0.85,-2
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,0
MhJK,0.85,-2
MhJK,0.9,-3
MhJK,0.95,1
MhJK,1.0,1
M0,0.8,3
M0,0.85,1
M0,0.9,-1
M0,0.95,0
M0,1.0,0
Mth,0.8,-1
Mth,0.85,-1
Mth,0.9,-1
Mth,0.95,0
Mth,1.0,0
MtCH,0.8,-2
MtCH,0.85,-1
MtCH,0.9,-1
MtCH,0.95,0
MtCH,1.0,0
MhCH,0.8,-1
MhCH,0.85,-2
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,0
MhJK,0.85,-2
MhJK,0.9,-3
MhJK,0.95,1
MhJK,1.0,1
M0,0.8,0
M0,0.85,2
M0,0.9,2
M0,0.95,3
M0,1.0,3
Mth,0.8,5
Mth,0.85,2
Mth,0.9,2
Mth,0.95,3
Mth,1.0,3
MtCH,0.8,0
MtCH,0.85,1
MtCH,0.9,1
MtCH,0.95,2
MtCH,1.0,2
MhCH,0.8,3
MhCH,0.85,2
MhCH,0.9,2
MhCH,0.95,3
MhCH,1.0,3
MhJK,0.8,6
MhJK,0.85,5
MhJK,0.9,5
MhJK,0.95,5
MhJK,1.0,5
M0,0.8,0
M0,0.85,2
M0,0.9,2
M0,0.95,3
M0,1.0,3
Mth,0.8,5
Mth,0.85,2
Mth,0.9,2
Mth,0.95,3
Mth,1.0,3
MtCH,0.8,0
MtCH,0.85,1
MtCH,0.9,1
MtCH,0.95,2
MtCH,1.0,2
MhCH,0.8,3
MhCH,0.85,2
MhCH,0.9,2
MhCH,0.95,3
MhCH,1.0,3
MhJK,0.8,6
MhJK,0.85,5
MhJK,0.9,5
MhJK,0.95,5
MhJK,1.0,5
M0,0.8,-4
M0,0.85,-2
M0,0.9,-1
M0,0.95,1
M0,1.0,1
Mth,0.8,-4
Mth,0.85,0
Mth,0.9,0
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-5
MtCH,0.85,-3
MtCH,0.9,-1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-5
MhCH,0.85,-2
MhCH,0.9,-1
MhCH,0.95,1
MhCH,1.0,1
MhJK,0.8,-7
MhJK,0.85,-2
MhJK,0.9,0
MhJK,0.95,1
MhJK,1.0,1
M0,0.8,-4
M0,0.85,-2
M0,0.9,-1
M0,0.95,1
M0,1.0,1
Mth,0.8,-4
Mth,0.85,0
Mth,0.9,0
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-5
MtCH,0.85,-3
MtCH,0.9,-1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-5
MhCH,0.85,-2
MhCH,0.9,-1
MhCH,0.95,1
MhCH,1.0,1
MhJK,0.8,-7
MhJK,0.85,-2
MhJK,0.9,0
MhJK,0.95,1
MhJK,1.0,1
M0,0.8,14
M0,0.85,14
M0,0.9,14
M0,0.95,-1
M0,1.0,8
Mth,0.8,32
Mth,0.85,32
Mth,0.9,32
Mth,0.95,8
Mth,1.0,13
MtCH,0.8,4
MtCH,0.85,4
MtCH,0.9,4
MtCH,0.95,1
MtCH,1.0,4
MhCH,0.8,17
MhCH,0.85,17
MhCH,0.9,17
MhCH,0.95,6
MhCH,1.0,10
MhJK,0.8,5
MhJK,0.85,5
MhJK,0.9,5
MhJK,0.95,6
MhJK,1.0,10
M0,0.8,14
M0,0.85,14
M0,0.9,14
M0,0.95,-1
M0,1.0,8
Mth,0.8,32
Mth,0.85,32
Mth,0.9,32
Mth,0.95,8
Mth,1.0,13
MtCH,0.8,4
MtCH,0.85,4
MtCH,0.9,4
MtCH,0.95,1
MtCH,1.0,4
MhCH,0.8,17
MhCH,0.85,17
MhCH,0.9,17
MhCH,0.95,6
MhCH,1.0,10
MhJK,0.8,5
MhJK,0.85,5
MhJK,0.9,5
MhJK,0.95,6
MhJK,1.0,10
M0,0.8,-3
M0,0.85,-1
M0,0.9,5
M0,0.95,5
M0,1.0,5
Mth,0.8,-1
Mth,0.85,-1
Mth,0.9,4
Mth,0.95,4
Mth,1.0,5
MtCH,0.8,-1
MtCH,0.85,-1
MtCH,0.9,2
MtCH,0.95,2
MtCH,1.0,5
MhCH,0.8,2
MhCH,0.85,0
MhCH,0.9,4
MhCH,0.95,4
MhCH,1.0,9
MhJK,0.8,6
MhJK,0.85,2
MhJK,0.9,9
MhJK,0.95,9
MhJK,1.0,15
M0,0.8,-3
M0,0.85,-1
M0,0.9,5
M0,0.95,5
M0,1.0,5
Mth,0.8,-1
Mth,0.85,-1
Mth,0.9,4
Mth,0.95,4
Mth,1.0,5
MtCH,0.8,-1
MtCH,0.85,-1
MtCH,0.9,2
MtCH,0.95,2
MtCH,1.0,5
MhCH,0.8,2
MhCH,0.85,0
MhCH,0.9,4
MhCH,0.95,4
MhCH,1.0,9
MhJK,0.8,6
MhJK,0.85,2
MhJK,0.9,9
MhJK,0.95,9
MhJK,1.0,15
M0,0.8,-4
M0,0.85,-2
M0,0.9,-2
M0,0.95,-1
M0,1.0,0
Mth,0.8,-3
Mth,0.85,-1
Mth,0.9,-2
Mth,0.95,-1
Mth,1.0,0
MtCH,0.8,-3
MtCH,0.85,-1
MtCH,0.9,-2
MtCH,0.95,-1
MtCH,1.0,0
MhCH,0.8,0
MhCH,0.85,3
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,5
MhJK,0.85,8
MhJK,0.9,3
MhJK,0.95,4
MhJK,1.0,7
M0,0.8,-4
M0,0.85,-2
M0,0.9,-2
M0,0.95,-1
M0,1.0,0
Mth,0.8,-3
Mth,0.85,-1
Mth,0.9,-2
Mth,0.95,-1
Mth,1.0,0
MtCH,0.8,-3
MtCH,0.85,-1
MtCH,0.9,-2
MtCH,0.95,-1
MtCH,1.0,0
MhCH,0.8,0
MhCH,0.85,3
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,5
MhJK,0.85,8
MhJK,0.9,3
MhJK,0.95,4
MhJK,1.0,7
M0,0.8,2
M0,0.85,2
M0,0.9,2
M0,0.95,1
M0,1.0,1
Mth,0.8,1
Mth,0.85,1
Mth,0.9,1
Mth,0.95,1
Mth,1.0,3
MtCH,0.8,0
MtCH,0.85,0
MtCH,0.9,0
MtCH,0.95,0
MtCH,1.0,2
MhCH,0.8,1
MhCH,0.85,1
MhCH,0.9,1
MhCH,0.95,4
MhCH,1.0,9
MhJK,0.8,2
MhJK,0.85,2
MhJK,0.9,2
MhJK,0.95,4
MhJK,1.0,8
M0,0.8,2
M0,0.85,2
M0,0.9,2
M0,0.95,1
M0,1.0,1
Mth,0.8,1
Mth,0.85,1
Mth,0.9,1
Mth,0.95,1
Mth,1.0,3
MtCH,0.8,0
MtCH,0.85,0
MtCH,0.9,0
MtCH,0.95,0
MtCH,1.0,2
MhCH,0.8,1
MhCH,0.85,1
MhCH,0.9,1
MhCH,0.95,4
MhCH,1.0,9
MhJK,0.8,2
MhJK,0.85,2
MhJK,0.9,2
MhJK,0.95,4
MhJK,1.0,8
M0,0.8,-4
M0,0.85,-1
M0,0.9,0
M0,0.95,0
M0,1.0,1
Mth,0.8,-1
Mth,0.85,1
Mth,0.9,2
Mth,0.95,2
Mth,1.0,1
MtCH,0.8,-4
MtCH,0.85,-1
MtCH,0.9,-1
MtCH,0.95,-1
MtCH,1.0,0
MhCH,0.8,-4
MhCH,0.85,-1
MhCH,0.9,0
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,-7
MhJK,0.85,-2
MhJK,0.9,1
MhJK,0.95,1
MhJK,1.0,0
M0,0.8,7
M0,0.85,8
M0,0.9,4
M0,0.95,3
M0,1.0,2
Mth,0.8,3
Mth,0.85,-1
Mth,0.9,0
Mth,0.95,3
Mth,1.0,4
MtCH,0.8,1
MtCH,0.85,0
MtCH,0.9,0
MtCH,0.95,4
MtCH,1.0,3
MhCH,0.8,5
MhCH,0.85,2
MhCH,0.9,2
MhCH,0.95,5
MhCH,1.0,4
MhJK,0.8,12
MhJK,0.85,7
MhJK,0.9,6
MhJK,0.95,11
MhJK,1.0,6
M0,0.8,-6
M0,0.85,-4
M0,0.9,-1
M0,0.95,-1
M0,1.0,0
Mth,0.8,-7
Mth,0.85,-4
Mth,0.9,-1
Mth,0.95,-1
Mth,1.0,-1
MtCH,0.8,-7
MtCH,0.85,-4
MtCH,0.9,-1
MtCH,0.95,-1
MtCH,1.0,0
MhCH,0.8,-7
MhCH,0.85,-4
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,-18
MhJK,0.85,-5
MhJK,0.9,1
MhJK,0.95,3
MhJK,1.0,-3
M0,0.8,-4
M0,0.85,-3
M0,0.9,-2
M0,0.95,0
M0,1.0,0
Mth,0.8,-4
Mth,0.85,-5
Mth,0.9,-1
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-4
MtCH,0.85,-5
MtCH,0.9,-1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-2
MhCH,0.85,-5
MhCH,0.9,-1
MhCH,0.95,2
MhCH,1.0,2
MhJK,0.8,3
MhJK,0.85,-7
MhJK,0.9,3
MhJK,0.95,7
MhJK,1.0,7
M0,0.8,-4
M0,0.85,-1
M0,0.9,-1
M0,0.95,1
M0,1.0,0
Mth,0.8,-1
Mth,0.85,-1
Mth,0.9,0
Mth,0.95,1
Mth,1.0,0
MtCH,0.8,-2
MtCH,0.85,-2
MtCH,0.9,0
MtCH,0.95,0
MtCH,1.0,0
MhCH,0.8,0
MhCH,0.85,-2
MhCH,0.9,2
MhCH,0.95,1
MhCH,1.0,0
MhJK,0.8,5
MhJK,0.85,-3
MhJK,0.9,8
MhJK,0.95,3
MhJK,1.0,0
M0,0.8,11
M0,0.85,4
M0,0.9,0
M0,0.95,0
M0,1.0,0
Mth,0.8,0
Mth,0.85,-1
Mth,0.9,1
Mth,0.95,0
Mth,1.0,0
MtCH,0.8,-1
MtCH,0.85,-1
MtCH,0.9,-1
MtCH,0.95,0
MtCH,1.0,0
MhCH,0.8,0
MhCH,0.85,-1
MhCH,0.9,-1
MhCH,0.95,0
MhCH,1.0,0
MhJK,0.8,2
MhJK,0.85,-2
MhJK,0.9,0
MhJK,0.95,-2
MhJK,1.0,-2
M0,0.8,1
M0,0.85,1
M0,0.9,-2
M0,0.95,-1
M0,1.0,0
Mth,0.8,0
Mth,0.85,0
Mth,0.9,-2
Mth,0.95,-1
Mth,1.0,0
MtCH,0.8,3
MtCH,0.85,0
MtCH,0.9,-1
MtCH,0.95,2
MtCH,1.0,3
MhCH,0.8,16
MhCH,0.85,1
MhCH,0.9,0
MhCH,0.95,3
MhCH,1.0,4
MhJK,0.8,11
MhJK,0.85,5
MhJK,0.9,1
MhJK,0.95,9
MhJK,1.0,11
M0,0.8,4
M0,0.85,3
M0,0.9,3
M0,0.95,10
M0,1.0,1
Mth,0.8,3
Mth,0.85,1
Mth,0.9,0
Mth,0.95,4
Mth,1.0,2
MtCH,0.8,12
MtCH,0.85,3
MtCH,0.9,2
MtCH,0.95,6
MtCH,1.0,3
MhCH,0.8,37
MhCH,0.85,8
MhCH,0.9,4
MhCH,0.95,9
MhCH,1.0,4
MhJK,0.8,27
MhJK,0.85,18
MhJK,0.9,14
MhJK,0.95,21
MhJK,1.0,13
M0,0.8,10
M0,0.85,10
M0,0.9,8
M0,0.95,-1
M0,1.0,0
Mth,0.8,4
Mth,0.85,3
Mth,0.9,4
Mth,0.95,0
Mth,1.0,1
MtCH,0.8,6
MtCH,0.85,3
MtCH,0.9,2
MtCH,0.95,-1
MtCH,1.0,1
MhCH,0.8,10
MhCH,0.85,5
MhCH,0.9,3
MhCH,0.95,-1
MhCH,1.0,1
MhJK,0.8,27
MhJK,0.85,18
MhJK,0.9,3
MhJK,0.95,0
MhJK,1.0,-2
M0,0.8,0
M0,0.85,3
M0,0.9,3
M0,0.95,6
M0,1.0,6
Mth,0.8,0
Mth,0.85,1
Mth,0.9,1
Mth,0.95,5
Mth,1.0,5
MtCH,0.8,-3
MtCH,0.85,0
MtCH,0.9,0
MtCH,0.95,3
MtCH,1.0,5
MhCH,0.8,-1
MhCH,0.85,1
MhCH,0.9,1
MhCH,0.95,4
MhCH,1.0,6
MhJK,0.8,3
MhJK,0.85,3
MhJK,0.9,3
MhJK,0.95,5
MhJK,1.0,13
M0,0.8,0
M0,0.85,0
M0,0.9,0
M0,0.95,-2
M0,1.0,0
Mth,0.8,8
Mth,0.85,3
Mth,0.9,3
Mth,0.95,-2
Mth,1.0,0
MtCH,0.8,4
MtCH,0.85,2
MtCH,0.9,2
MtCH,0.95,-2
MtCH,1.0,0
MhCH,0.8,9
MhCH,0.85,4
MhCH,0.9,4
MhCH,0.95,-2
MhCH,1.0,0
MhJK,0.8,19
MhJK,0.85,9
MhJK,0.9,9
MhJK,0.95,-7
MhJK,1.0,-10
M0,0.8,-1
M0,0.85,0
M0,0.9,0
M0,0.95,1
M0,1.0,1
Mth,0.8,-2
Mth,0.85,-2
Mth,0.9,0
Mth,0.95,2
Mth,1.0,2
MtCH,0.8,-2
MtCH,0.85,-2
MtCH,0.9,1
MtCH,0.95,2
MtCH,1.0,2
MhCH,0.8,-1
MhCH,0.85,-1
MhCH,0.9,8
MhCH,0.95,8
MhCH,1.0,8
MhJK,0.8,1
MhJK,0.85,0
MhJK,0.9,8
MhJK,0.95,9
MhJK,1.0,9
M0,0.8,21
M0,0.85,0
M0,0.9,0
M0,0.95,1
M0,1.0,1
Mth,0.8,2
Mth,0.85,0
Mth,0.9,-1
Mth,0.95,0
Mth,1.0,0
MtCH,0.8,-1
MtCH,0.85,-1
MtCH,0.9,0
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,2
MhCH,0.85,2
MhCH,0.9,3
MhCH,0.95,2
MhCH,1.0,2
MhJK,0.8,3
MhJK,0.85,3
MhJK,0.9,4
MhJK,0.95,4
MhJK,1.0,4
M0,0.8,-2
M0,0.85,0
M0,0.9,0
M0,0.95,3
M0,1.0,3
Mth,0.8,-1
Mth,0.85,0
Mth,0.9,0
Mth,0.95,3
Mth,1.0,3
MtCH,0.8,-2
MtCH,0.85,0
MtCH,0.9,0
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-1
MhCH,0.85,0
MhCH,0.9,0
MhCH,0.95,2
MhCH,1.0,2
MhJK,0.8,-1
MhJK,0.85,-3
MhJK,0.9,-3
MhJK,0.95,3
MhJK,1.0,3
M0,0.8,6
M0,0.85,2
M0,0.9,0
M0,0.95,-1
M0,1.0,1
Mth,0.8,-2
Mth,0.85,0
Mth,0.9,-1
Mth,0.95,-1
Mth,1.0,1
MtCH,0.8,-3
MtCH,0.85,-2
MtCH,0.9,-2
MtCH,0.95,-1
MtCH,1.0,1
MhCH,0.8,-3
MhCH,0.85,-2
MhCH,0.9,-2
MhCH,0.95,-1
MhCH,1.0,1
MhJK,0.8,-7
MhJK,0.85,-6
MhJK,0.9,-15
MhJK,0.95,-7
MhJK,1.0,3
M0,0.8,-2
M0,0.85,0
M0,0.9,0
M0,0.95,1
M0,1.0,2
Mth,0.8,-2
Mth,0.85,1
Mth,0.9,1
Mth,0.95,0
Mth,1.0,1
MtCH,0.8,-1
MtCH,0.85,2
MtCH,0.9,2
MtCH,0.95,1
MtCH,1.0,2
MhCH,0.8,3
MhCH,0.85,4
MhCH,0.9,4
MhCH,0.95,3
MhCH,1.0,2
MhJK,0.8,5
MhJK,0.85,8
MhJK,0.9,8
MhJK,0.95,6
MhJK,1.0,5
M0,0.8,-3
M0,0.85,0
M0,0.9,0
M0,0.95,0
M0,1.0,1
Mth,0.8,-2
Mth,0.85,1
Mth,0.9,1
Mth,0.95,0
Mth,1.0,1
MtCH,0.8,-3
MtCH,0.85,1
MtCH,0.9,1
MtCH,0.95,0
MtCH,1.0,1
MhCH,0.8,-3
MhCH,0.85,6
MhCH,0.9,6
MhCH,0.95,0
MhCH,1.0,2
MhJK,0.8,-5
MhJK,0.85,10
MhJK,0.9,10
MhJK,0.95,-2
MhJK,1.0,5
M0,0.8,-2
M0,0.85,3
M0,0.9,3
M0,0.95,4
M0,1.0,2
Mth,0.8,-2
Mth,0.85,1
Mth,0.9,1
Mth,0.95,2
Mth,1.0,3
MtCH,0.8,-2
MtCH,0.85,-1
MtCH,0.9,-1
MtCH,0.95,0
MtCH,1.0,1
MhCH,0.8,-2
MhCH,0.85,-1
MhCH,0.9,-1
MhCH,0.95,-1
MhCH,1.0,1
MhJK,0.8,1
MhJK,0.85,-7
MhJK,0.9,-7
MhJK,0.95,-10
MhJK,1.0,0
M0,0.8,-17
M0,0.85,-1
M0,0.9,0
M0,0.95,0
M0,1.0,0
Mth,0.8,1
Mth,0.85,-1
Mth,0.9,1
Mth,0.95,2
Mth,1.0,2
MtCH,0.8,0
MtCH,0.85,-2
MtCH,0.9,0
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,9
MhCH,0.85,2
MhCH,0.9,2
MhCH,0.95,2
MhCH,1.0,2
MhJK,0.8,7
MhJK,0.85,5
MhJK,0.9,5
MhJK,0.95,2
MhJK,1.0,2
M0,0.8,-12
M0,0.85,-12
M0,0.9,-12
M0,0.95,-12
M0,1.0,-12
Mth,0.8,5
Mth,0.85,3
Mth,0.9,3
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,2
MtCH,0.85,1
MtCH,0.9,1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,24
MhCH,0.85,3
MhCH,0.9,3
MhCH,0.95,1
MhCH,1.0,1
MhJK,0.8,9
MhJK,0.85,6
MhJK,0.9,6
MhJK,0.95,3
MhJK,1.0,3
M0,0.8,-16
M0,0.85,-2
M0,0.9,-1
M0,0.95,0
M0,1.0,0
Mth,0.8,-1
Mth,0.85,2
Mth,0.9,-1
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-3
MtCH,0.85,0
MtCH,0.9,-1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-3
MhCH,0.85,1
MhCH,0.9,-1
MhCH,0.95,2
MhCH,1.0,2
MhJK,0.8,-5
MhJK,0.85,4
MhJK,0.9,-4
MhJK,0.95,5
MhJK,1.0,5
M0,0.8,-4
M0,0.85,-1
M0,0.9,-1
M0,0.95,0
M0,1.0,0
Mth,0.8,-2
Mth,0.85,0
Mth,0.9,0
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-3
MtCH,0.85,-1
MtCH,0.9,-1
MtCH,0.95,3
MtCH,1.0,3
MhCH,0.8,-3
MhCH,0.85,0
MhCH,0.9,0
MhCH,0.95,13
MhCH,1.0,13
MhJK,0.8,-3
MhJK,0.85,2
MhJK,0.9,2
MhJK,0.95,11
MhJK,1.0,11
M0,0.8,-20
M0,0.85,-20
M0,0.9,2
M0,0.95,0
M0,1.0,0
Mth,0.8,0
Mth,0.85,-1
Mth,0.9,-2
Mth,0.95,0
Mth,1.0,0
MtCH,0.8,-3
MtCH,0.85,-2
MtCH,0.9,-2
MtCH,0.95,-1
MtCH,1.0,-1
MhCH,0.8,-1
MhCH,0.85,-2
MhCH,0.9,-2
MhCH,0.95,-1
MhCH,1.0,-1
MhJK,0.8,0
MhJK,0.85,-9
MhJK,0.9,-6
MhJK,0.95,-5
MhJK,1.0,-5
M0,0.8,-3
M0,0.85,-3
M0,0.9,1
M0,0.95,0
M0,1.0,2
Mth,0.8,1
Mth,0.85,-2
Mth,0.9,0
Mth,0.95,2
Mth,1.0,6
MtCH,0.8,0
MtCH,0.85,-3
MtCH,0.9,0
MtCH,0.95,9
MtCH,1.0,13
MhCH,0.8,1
MhCH,0.85,-3
MhCH,0.9,2
MhCH,0.95,20
MhCH,1.0,24
MhJK,0.8,8
MhJK,0.85,-6
MhJK,0.9,11
MhJK,0.95,28
MhJK,1.0,30
M0,0.8,-4
M0,0.85,-3
M0,0.9,-1
M0,0.95,-1
M0,1.0,-1
Mth,0.8,-1
Mth,0.85,0
Mth,0.9,2
Mth,0.95,2
Mth,1.0,2
MtCH,0.8,0
MtCH,0.85,3
MtCH,0.9,1
MtCH,0.95,2
MtCH,1.0,2
MhCH,0.8,6
MhCH,0.85,7
MhCH,0.9,2
MhCH,0.95,7
MhCH,1.0,7
MhJK,0.8,10
MhJK,0.85,11
MhJK,0.9,6
MhJK,0.95,12
MhJK,1.0,12
M0,0.8,-6
M0,0.85,1
M0,0.9,1
M0,0.95,0
M0,1.0,0
Mth,0.8,2
Mth,0.85,1
Mth,0.9,1
Mth,0.95,0
Mth,1.0,0
MtCH,0.8,-1
MtCH,0.85,1
MtCH,0.9,0
MtCH,0.95,4
MtCH,1.0,0
MhCH,0.8,0
MhCH,0.85,3
MhCH,0.9,2
MhCH,0.95,22
MhCH,1.0,0
MhJK,0.8,6
MhJK,0.85,11
MhJK,0.9,8
MhJK,0.95,18
MhJK,1.0,-3
M0,0.8,-4
M0,0.85,-1
M0,0.9,-1
M0,0.95,1
M0,1.0,1
Mth,0.8,-5
Mth,0.85,-1
Mth,0.9,0
Mth,0.95,1
Mth,1.0,1
MtCH,0.8,-4
MtCH,0.85,-2
MtCH,0.9,0
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-4
MhCH,0.85,-1
MhCH,0.9,0
MhCH,0.95,1
MhCH,1.0,1
MhJK,0.8,-8
MhJK,0.85,0
MhJK,0.9,0
MhJK,0.95,2
MhJK,1.0,2
M0,0.8,-16
M0,0.85,-16
M0,0.9,-16
M0,0.95,-1
M0,1.0,0
Mth,0.8,3
Mth,0.85,3
Mth,0.9,8
Mth,0.95,0
Mth,1.0,1
MtCH,0.8,0
MtCH,0.85,0
MtCH,0.9,5
MtCH,0.95,0
MtCH,1.0,1
MhCH,0.8,3
MhCH,0.85,3
MhCH,0.9,24
MhCH,0.95,3
MhCH,1.0,3
MhJK,0.8,6
MhJK,0.85,6
MhJK,0.9,14
MhJK,0.95,8
MhJK,1.0,6
M0,0.8,-2
M0,0.85,-2
M0,0.9,-3
M0,0.95,-1
M0,1.0,0
Mth,0.8,-2
Mth,0.85,-2
Mth,0.9,-3
Mth,0.95,1
Mth,1.0,0
MtCH,0.8,-2
MtCH,0.85,-2
MtCH,0.9,-2
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-2
MhCH,0.85,-2
MhCH,0.9,-2
MhCH,0.95,3
MhCH,1.0,1
MhJK,0.8,-1
MhJK,0.85,-1
MhJK,0.9,-1
MhJK,0.95,6
MhJK,1.0,0
M0,0.8,-15
M0,0.85,-15
M0,0.9,-15
M0,0.95,-15
M0,1.0,3
Mth,0.8,-2
Mth,0.85,2
Mth,0.9,2
Mth,0.95,1
Mth,1.0,0
MtCH,0.8,-3
MtCH,0.85,1
MtCH,0.9,1
MtCH,0.95,1
MtCH,1.0,1
MhCH,0.8,-3
MhCH,0.85,4
MhCH,0.9,4
MhCH,0.95,4
MhCH,1.0,1
MhJK,0.8,-6
MhJK,0.85,7
MhJK,0.9,7
MhJK,0.95,7
MhJK,1.0,3
M0,0.8,20
M0,0.85,20
M0,0.9,0
M0,0.95,0
