project,m,R-square
1-284-百度手机卫士功能体验_1463737109.csv,1.0181070214891077,0.9875568969001551,
101-120-今日时尚测试_1463737561.csv,0.9998933082774324,0.9201454766927788,
102-223-迪信通测试_1463737571.csv,0.9512178059130019,0.9738479521064953,
106-103-基金速览2.3测试_1463737575.csv,0.775585334848642,0.9124627897698994,
107-174-硬件编码测试_1463737567.csv,1.0274125154715783,0.9783506539128773,
108-272-优优送药测试_1463737584.csv,1.0730563933584416,0.9656279382494821,
11-117-广告云推送调研测试_1463737325.csv,1.035348671694478,0.9309405780440154,
111-241-迪信通测试二_1463737590.csv,0.9752686979727738,0.9702178276672911,
112-119-思维简图测试_1463737602.csv,1.078753881180599,0.9373354610331254,
113-177-Hark测试_1463737599.csv,0.8036674185265181,0.9563582425126617,
114-119-京东微联测试_1463737617.csv,0.6613439899432463,0.7915950127152359,
115-157-天天红包测试_1463737606.csv,1.0233991747978648,0.9401420551628146,
119-337-急救快通测试_1463737643.csv,1.0132580421004604,0.9919994016775128,
122-138-购物狂测试_1463737645.csv,1.252675219937286,0.9170121334685445,
123-115-移动发布系统Beta测试_1463737586.csv,0.6182162187397594,0.5832924179846094,
124-326-衣批测试_1463737628.csv,0.9420816454335816,0.9644406609442885,
125-117-话费支付Demo测试_1463737673.csv,1.0806891508311156,0.9583637355605549,
127-271-365淘房测试_1463737634.csv,1.083553642618946,0.9756321715590357,
128-115-蛋蛋赚测试_1463737676.csv,1.399778681854912,0.9881676499867657,
130-136-终极手电筒测试_1463737660.csv,1.3131026354156503,0.9014975549766583,
133-141-幻径测试_1463737686.csv,1.4193908622392006,0.9864670268525486,
134-221-买车达人测试_1463737670.csv,0.8086006477587586,0.9442815505910132,
135-243-星联app测试_1463737684.csv,1.0115070527428787,0.959645063563397,
136-215-简明天气测试_1463737693.csv,1.0082161440732582,0.9882904948007478,
141-173-聚创测试_1463737689.csv,0.9494894600602775,0.9786870387225679,
142-130-hjdn测试_1463737703.csv,1.2531593108195407,0.9946460794431862,
143-127-荔枝FM测试_1463737709.csv,0.6574521454921947,0.9415583515342343,
145-155-手电筒测试_1463737698.csv,0.8759184446304796,0.8703401157495095,
146-252-鸟人测试_1463737707.csv,0.8045274722123686,0.7715382788789431,
149-121-喜马拉雅FM测试_1463737711.csv,0.622436315527751,0.778981200798695,
150-275-石榴网APP测试_1463737733.csv,0.8997840511538757,0.9559895062653533,
151-332-道道云驾校测试_1463737724.csv,1.1165805737719963,0.9806665753041894,
154-186-BCHMS测试_1463737680.csv,1.2664851732079332,0.9816885713382387,
157-161-任意球测试_1463737744.csv,0.7447422446236752,0.920279459584291,
158-278-城市赛车手测试_1463737738.csv,0.7259853460044703,0.9762671970553899,
159-158-基金曲线速览测试_1463737717.csv,0.9976497608235496,0.9655447294031405,
161-270-凤凰视频beta版_1463737748.csv,1.0859156033529311,0.9864269107235641,
162-412-网上订餐软件测试_1463737768.csv,1.0160246552139716,0.9714784276016621,
163-180-局领导测试_1463737771.csv,1.0713842684204946,0.8605296299956005,
164-326-茄子医生测试_1463737777.csv,0.9647937523049445,0.9848902373052678,
167-284-杏林题库测试_1463737790.csv,0.8715019360254652,0.9813503078760669,
168-124-电台测试_1463737792.csv,0.7964196141502214,0.8600983978015533,
170-149-Domino测试_1463737794.csv,1.1186030104027445,0.9448027760843846,
171-290-百问百答测试_1463737762.csv,1.120813525265438,0.9461221415138633,
174-330-易试驾测试_1463737832.csv,0.9866411601954992,0.9650889159215997,
175-167-赛果不倒蛋测试_1463737842.csv,0.8104807442524845,0.9689176523295311,
179-117-金蛋理财测试_1463737851.csv,1.348640222783527,0.9994015282021328,
181-271-网乐惠测试_1463737849.csv,1.070000002063225,0.9930929101434448,
183-124-喜马拉雅FM测试_1463737863.csv,1.0616979461468352,0.9343247366224592,
184-158-叮叮搭车测试_1463737804.csv,1.2599324903275613,0.9791875352503344,
187-289-鸟人测试_1463737869.csv,0.817873658389678,0.9540738872033151,
189-216-跑跑测试_1463737615.csv,0.912644432519824,0.9626717392184675,
190-330-掌上PC板测试_1463737880.csv,0.9190689908727925,0.9684006168676008,
192-344-滔滔雅思口语测试_1463737898.csv,1.3019009187179644,0.9781026449908647,
193-114-百度图片App4.1.3.1测试_1463737882.csv,0.0,0.0,
194-317-竹兜育儿测试_1463737902.csv,1.3218739805264883,0.9765121345100517,
196-262-小Q科普测试_1463737916.csv,1.0866200259487702,0.994573705707117,
197-306-影视论坛Ai测试_1463737921.csv,1.047854628151109,0.9879027445915369,
199-295-98仙游测试_1463737840.csv,0.9165520644155242,0.991534202141083,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,1.0289398467016737,0.9876014789999834,
200-429-加加运动测试_1463737892.csv,1.068633965266069,0.9893623973831499,
202-432-无线襄阳测试_1463737927.csv,1.0397075607870832,0.9725067262319281,
203-463-自由理财师测试_1463737936.csv,0.8515069594381295,0.9859029931695003,
204-101-文件管理测试_1463737945.csv,1.6456604745869166,0.9942989532483353,
205-111-bug文件管理测试_1470654534.csv,3.1424947446337446,0.9781224377435499,
212-404-经常直播内测版测试_1463737964.csv,0.946762634284672,0.9685288233642445,
213-416-bug经常直播内测版测试_1470654528.csv,1.1089716579632363,0.9836317239118936,
214-339-bug秀色测试_1470654525.csv,1.0222165796191978,0.9357299399038402,
215-339-秀色测试_1463737968.csv,1.0222165796191978,0.9357299399038402,
216-283-大帮汇测试_1463737957.csv,0.9990807144202387,0.9822031715290351,
217-288-bug大帮汇测试_1470654530.csv,1.1721515570244376,0.9843229277264721,
218-103-bug恶龙公主―逆塔防测试_1470654523.csv,0.5811107404949473,0.9235212546784002,
219-103-恶龙公主―逆塔防测试_1463737972.csv,0.5811107404949473,0.9235212546784002,
220-798-农科助手测试_1463737988.csv,0.9650840188447625,0.9671493718949273,
222-304-喜马拉雅FM测试_1463737999.csv,1.007165024001394,0.773041654814558,
223-395-bug喜马拉雅FM测试_1470654512.csv,0.8054843018396302,0.5310175951545255,
224-426-智慧教育测试_1463737994.csv,0.9220179086327066,0.9852954875211979,
225-426-bug智慧教育测试_1470654514.csv,0.9220179086327066,0.9852954875211979,
226-325-郑州地铁二维码购票测试_1463738008.csv,0.8828234841900903,0.9789831477667487,
227-325-bug郑州地铁二维码购票测试_1470654508.csv,0.8828234841900903,0.9789831477667487,
228-244-小饭桌测试_1463737976.csv,0.8773060822203402,0.9515671181230139,
229-244-bug小饭桌测试_1470654522.csv,0.8773060822203402,0.9515671181230139,
230-217-bug易约爱测试_1470654510.csv,0.7493895542430007,0.9543587188691519,
231-217-易约爱测试_1463738003.csv,0.7493895542430007,0.9543587188691519,
234-175-bugJiuJiu测试_1470654480.csv,0.9527921746143235,0.9709496715505482,
235-175-JiuJiu测试_1463738027.csv,0.9527921746143235,0.9709496715505482,
236-561-我们一家测试_1463738018.csv,0.8742552183670991,0.9327183179963433,
237-562-bug我们一家测试_1470654506.csv,0.9495582855613975,0.9672309506194076,
239-132-海捣网测试_1463738033.csv,0.7078158269671972,0.8625427649598304,
240-132-bug海捣网测试_1470654473.csv,0.7078158269671972,0.8625427649598304,
243-250-bugmalimalihome测试_1470654477.csv,0.9311639274551728,0.9671270677617564,
244-250-malimalihome测试_1463738030.csv,0.9311639274551728,0.9671270677617564,
249-222-玖信贷测试_1463738047.csv,0.9004201844154441,0.9699731796523591,
250-222-bug玖信贷测试_1470654468.csv,0.9004201844154441,0.9699731796523591,
251-205-aiqianbang测试_1463738035.csv,1.0734450667298807,0.9711016047247177,
252-205-bugaiqianbang测试_1470654472.csv,1.0734450667298807,0.9711016047247177,
253-372-bug叮叮导游测试_1470654471.csv,0.9739722682706214,0.9930183224296695,
254-372-叮叮导游测试_1463738040.csv,0.9739722682706214,0.9930183224296695,
257-133-bug口袋故事测试_1470654466.csv,1.149644155074999,0.9831838453105706,
258-133-口袋故事测试_1463738051.csv,1.149644155074999,0.9831838453105706,
261-195-小刀汇测试_1463738056.csv,0.8834832725440587,0.9789320401250758,
262-197-bug小刀汇测试_1470654465.csv,0.9160214864661238,0.9788193926551989,
263-212-bug芈糕测试_1470654464.csv,1.0408154091314321,0.9573850972176953,
264-212-芈糕测试_1463738058.csv,1.0408154091314321,0.9573850972176953,
267-194-bug车阿哥（用户端）测试_1470654466.csv,0.877945090059728,0.9699450063990664,
268-194-车阿哥（用户端）测试_1463738053.csv,0.877945090059728,0.9699450063990664,
273-146-黄瓜测试_1463738063.csv,1.2950701923527366,0.9542222165504809,
274-149-bug黄瓜测试_1470654456.csv,1.3965783028437544,0.9916414435123527,
275-261-bug淘二手测试_1470654455.csv,0.927585461868822,0.9834645429298613,
276-261-淘二手测试_1463738066.csv,0.927585461868822,0.9834645429298613,
277-262-3Dsousou测试_1463738072.csv,1.2106908296254755,0.9827926346270867,
278-262-bug3Dsousou测试_1470654452.csv,1.2106908296254755,0.9827926346270867,
283-184-海捣网测试_1463738074.csv,1.159060281094454,0.9757632370463186,
284-184-bug海捣网测试_1470654451.csv,1.159060281094454,0.9757632370463186,
285-116-bug蜘蛛网app测试_1470654446.csv,0.9703793420097963,0.8781523055223646,
286-116-蜘蛛网app测试_1463738077.csv,0.9703793420097963,0.8781523055223646,
29-150-小白用车_1463737383.csv,0.9579508262604182,0.9836312648436093,
293-143-bug一度蜜测试_1470654434.csv,0.9767916769476626,0.9768476990847653,
294-143-一度蜜测试_1463738084.csv,0.9767916769476626,0.9768476990847653,
295-128-bug车典APP测试_1470654436.csv,0.7042959217025158,0.9284149686035504,
296-128-车典APP测试_1463738082.csv,0.7042959217025158,0.9284149686035504,
299-197-bug每刻兼职测试_1470654441.csv,0.6569642173447355,0.9803430410133934,
3-145-手机卫士短信功能_1463737156.csv,0.9415411805315537,0.9962336252509576,
300-197-每刻兼职测试_1463738080.csv,0.6569642173447355,0.9803430410133934,
307-137-UONE_1463738088.csv,1.1114449293921354,0.9501883575574982,
308-137-bugUONE_1470654431.csv,1.1114449293921354,0.9501883575574982,
309-170-私人飞行测试_1463738093.csv,0.945309430494401,0.9040518126713534,
310-170-bug私人飞行测试_1470654421.csv,0.945309430494401,0.9040518126713534,
311-185-bug社区慧生活测试_1470654424.csv,0.737405403236076,0.9969801909419951,
312-185-社区慧生活测试_1463738091.csv,0.737405403236076,0.9969801909419951,
315-119-萌宠达人测试_1463738095.csv,0.9830300372548242,0.9883608905205143,
316-119-bug萌宠达人测试_1470654419.csv,0.9830300372548242,0.9883608905205143,
317-131-华企帮测试_1463738098.csv,1.4380326592822021,0.0,
318-131-bug华企帮测试_1470654417.csv,1.4380326592822021,0.0,
319-197-百叶小成测试_1463738097.csv,1.0540658697032288,0.9723852584374125,
320-197-bug百叶小成测试_1470654418.csv,1.0540658697032288,0.9723852584374125,
321-129-有薪快访测试_1463738103.csv,0.9354516682326958,0.0,
322-129-bug有薪快访测试_1470654415.csv,0.9354516682326958,0.0,
325-231-数英测试_1463738102.csv,0.8125658484732438,0.8779212515338569,
326-231-bug数英测试_1470654415.csv,0.8125658484732438,0.8779212515338569,
327-239-动起来测试_1463738068.csv,1.229102990910173,0.938401761621425,
328-239-bug动起来测试_1470654454.csv,1.229102990910173,0.938401761621425,
329-102-bug小说阅读网V1.0.8测试_1470654414.csv,0.9822523695512438,0.9523880124428118,
330-102-小说阅读网V1.0.8测试_1463738106.csv,0.9822523695512438,0.9523880124428118,
336-179-bugRulane SportV1.2.8测试_1470654410.csv,0.977161402309596,0.976530431742076,
337-255-bug4399游戏盒V3.3测试_1470654412.csv,1.1485013093502447,0.9373314661849644,
338-315-bug邻邻V1.3.4 build测试_1470654409.csv,1.0125255065243044,0.962364972482591,
339-308-bugWhatchAppV1.0测试_1470654408.csv,0.7615618183122628,0.9800696539039156,
340-266-bug包头优生活V1.20.160426测试_1470654405.csv,1.9503703105755414,0.9392060646447551,
343-115-bug100赚V1.4测试_1470654401.csv,0.9099491790400694,0.9804054846413225,
346-214-bug徐水圈V1.0.160419测试_1470654402.csv,0.8207345699944081,0.9526545594034235,
347-370-bug指尖大学测试_1470654404.csv,1.0686611813598115,0.971855503531309,
348-467-bug友服商城V1.0测试_1470654398.csv,1.048937310190379,0.972861055460198,
349-195-bug优悠校园V2.1.0.2628测试_1470654399.csv,1.4531435145462244,0.9774342060061515,
350-324-bugdr.wineV3.1.2测试_1470654390.csv,1.2263611424290601,0.9848740246023813,
351-123-bugFolderExplorerV1.0测试_1470654387.csv,1.2302623402159836,0.9529366167419443,
356-105-bug幸运云购V0.1.0测试_1470654372.csv,0.9057671966265708,0.9773717803041978,
357-134-bug筑医台V1.2测试_1470654365.csv,1.1341384035953739,0.9488547212856054,
360-277-bug寻到宝V1.0.0测试_1470654368.csv,0.8501422501495481,0.9881698469418243,
361-155-bug德成贷V1.0测试_1470654375.csv,0.9057160852973125,0.9709591171562698,
362-172-bug一比分V1.1.0测试_1470654365.csv,0.9311372383140091,0.9698095059427806,
366-206-bug通辽碧桂园V2.07.160526测试_1470654364.csv,1.190403450765723,0.9240866796749534,
377-132-bug世纪开元V1.0测试_1470654361.csv,1.8542984852347388,0.9442054414536801,
382-101-bug出游宝V0.9.2测试_1470654358.csv,1.7330291671295845,0.0,
383-112-bug行知宝V1.6.6测试_1470654355.csv,1.3759048258300193,0.9886630525965794,
389-141-bug好善乐购V2.1.0测试_1470654354.csv,1.0708405616556889,0.997672430125427,
397-149-bug奇好云宝V1.0.0测试_1470654352.csv,1.2214274420757116,0.956146335121215,
4-399-百度浏览器T7尝鲜版第二轮测试来袭_1463737217.csv,0.9441340864471646,0.9869530723655514,
403-197-bug点帮帮测试_1470654349.csv,1.7455228648961987,0.8821986835294436,
404-270-bug门诊大厅V2.6.5测试_1470654351.csv,1.6209190975505323,0.9310614234622093,
42-129-优房优派测试_1463737427.csv,0.8233653298418694,0.9464012498091656,
426-122-bug二酒网V1.0测试_1470654340.csv,1.9157009434207752,0.9846708716505814,
427-157-bug七彩乐居V1.1测试_1470654346.csv,0.7903549545063275,0.9829090302473877,
441-113-bug云伴母婴V3.6.0测试_1470654337.csv,1.5024434305661272,0.9951876525559112,
442-124-bug上海三农热线V1.0测试_1470654332.csv,1.6267895554080967,0.9158537737180327,
443-131-bug铠甲助手V1.0测试_1470654323.csv,2.8106418239321966,0.9638501606681494,
449-101-bug湘梦购商家V1.1.1测试_1470654326.csv,2.094036322062458,0.0,
450-101-bug天域天气V1.0测试_1470654313.csv,2.436853909892628,0.9749035539755562,
451-109-bug掌上110V1.0.0测试_1470654321.csv,1.4118101125431015,0.9239562125377282,
452-126-bug嗨声V1.3.0测试_1470654315.csv,1.3790692236911266,0.0,
456-103-bug创惠易购V0.0.2测试_1470654304.csv,2.3770386284261438,0.0,
457-134-bug和易生活V2.0.4测试_1470654307.csv,2.038547002201565,0.9715964760178705,
464-186-bug眼专家V1.3测试_1470654302.csv,2.1295382028785657,0.942815844183531,
471-108-bug物通配货信息部V1.2.0测试_1470654300.csv,1.1459072290619952,0.9977955345621509,
472-114-bug佰职网V1.2.1测试_1470654299.csv,2.5701420618334203,0.9374960476813198,
478-103-bugITCV0.0.0测试_1470654295.csv,3.022700315430871,0.0,
479-122-bug有个性V1.0.3测试_1470654296.csv,1.1485644161854516,0.9568818653261412,
48-118-百度糯米6.0.2测试_1463737445.csv,0.5852587915711317,0.7093851264991964,
487-111-bug鉴定宝V1.0测试_1470654296.csv,3.4108264727995645,0.981770962837916,
488-132-bug易秒微配客户端V1.0.0测试_1470654297.csv,0.771579009342618,0.8914677233713845,
499-130-bug陶世界V1.0.1测试_1470654291.csv,1.7739962464587635,0.940376169840363,
508-159-bug好园区VV1.0.5测试_1470654289.csv,1.430022224869459,0.9399771658001087,
509-176-bug红猩猩V1.2测试_1470654287.csv,1.062475834218578,0.9540527776093122,
521-125-bug城市热线V4.2测试_1470654282.csv,1.0,0.0,
527-132-bug荆州新闻V2.3.1测试_1470654284.csv,2.261762957815968,0.9874417830093019,
533-166-bug知渔宝V1.3.0测试_1470654279.csv,1.8149061235133903,0.9273611237001457,
541-116-bug庞中华书法V1.0测试_1470654277.csv,2.315124729241349,0.8668309711260871,
543-117-bug华数享看V2.1.0测试_1470654279.csv,1.8230492363820205,0.9435956667758314,
544-200-bug粤通卡V3.0.3测试_1470654280.csv,1.3718207184154916,0.9985284883620592,
557-106-bug成都基层平台V0.2.6测试_1470654272.csv,1.0640010529899422,0.8972643649794042,
559-116-bug东西说V1.0测试_1470654273.csv,1.4858069339984503,0.9863472074022028,
6-144-百度天眼测试反馈_1463737257.csv,2.2645291555832414,0.8820202759223572,
65-111-夺宝猫测试_1463737499.csv,1.0429127834115324,0.9502152541377511,
67-138-法律易查测试_1463737508.csv,0.7024791542370841,0.9224588500018105,
7-127-百度手机卫士安全短信功能测试_1463737282.csv,1.1663752521469868,0.9981262321781652,
72-213-花友测试_1463737504.csv,0.9303757351750154,0.9591124393166339,
74-230-通星粉测试_1463737520.csv,1.1074400665346884,0.9638081653759292,
76-113-查快递测试_1463737513.csv,1.745835228111104,0.0,
81-153-worker测试_1463737532.csv,1.4951345881022142,0.9641700931902056,
83-132-茄子医生测试_1463737528.csv,1.0159374556210674,0.9279403102532252,
87-123-听世界听书测试_1463737540.csv,0.9938847297086963,0.9681947680429013,
89-120-一起飞测试_1463737536.csv,0.9983423776711056,0.9765540774904907,
92-133-喵哆啦测试_1463737548.csv,0.9317697378770835,0.9745986947324432,
93-104-今日城市测试_1463737550.csv,0.7864204158160186,0.9853141491713496,
95-106-爱陪护测试_1463737556.csv,0.944585537814376,0.9851295499225946,
97-107-淘特惠测试_1463737552.csv,1.265795144073357,0.9352506533482187,
98-117-快乐满意拍测试_1463737558.csv,1.2955917699019586,0.919290456605988,
99-156-雅思君测试_1463737564.csv,0.8687540331681047,0.9668724996776509,
